round,sim_time,util_cpu,util_ram,util_stg,util_net,token_mean,token_std,token_min,token_max,token_jain,token_total,hungry_nodes,max_hunger,tok_node_0000,tok_node_0001,tok_node_0002,tok_node_0003,tok_node_0004,tok_node_0005,tok_node_0006,tok_node_0007,tok_node_0008,tok_node_0009
29,145,26.666666666666668,3.4722222222222223,0.0,0.0,985.0049304514417,19.766016713361097,938.7929008447076,999.253208098796,0.9995974807445596,9850.049304514418,6,84,995.7707949327948,995.8199619288207,984.0915939831791,955.697178736739,997.5553881836556,938.7929008447076,997.3233203976424,997.4924614804024,988.2524959276799,999.253208098796
30,150,31.11111111111111,6.944444444444445,0.0,0.0,984.281690236855,21.410258663494286,932.1431306738259,999.253208098796,0.9995270670480702,9842.81690236855,6,88,995.7707949327948,995.8199619288207,983.8998194481077,955.3063212968242,997.5553881836556,932.1431306738259,997.3233203976424,997.4924614804024,988.2524959276799,999.253208098796
31,155,26.666666666666668,10.416666666666666,0.0,0.0,983.795819309503,21.435506734741455,932.1431306738259,999.253208098796,0.9995254833724558,9837.95819309503,6,92,995.7707949327948,995.8199619288207,979.8861252790427,955.3063212968242,997.5553881836556,932.1431306738259,997.3233203976424,997.4924614804024,987.4074808232251,999.253208098796
32,160,26.666666666666668,10.416666666666666,0.0,0.0,983.3335093583231,22.007786372705652,932.1431306738259,999.253208098796,0.9994993507592846,9833.335093583231,7,96,995.7707949327948,995.8199619288207,979.2912183211929,951.2781287428747,997.5553881836556,932.1431306738259,997.3233203976424,997.4924614804024,987.4074808232251,999.253208098796
33,165,26.666666666666668,13.88888888888889,0.0,0.0,982.8764800385713,22.985020346005154,928.6100656666008,999.253208098796,0.9994534190919959,9828.764800385714,6,100,995.7707949327948,995.8199619288207,979.2912183211929,950.2409005525832,997.5553881836556,928.6100656666008,997.3233203976424,997.4924614804024,987.4074808232251,999.253208098796
34,170,26.666666666666668,13.88888888888889,0.0,0.0,982.2672901117852,23.726449899323416,928.3719853805609,999.253208098796,0.9994168868418963,9822.672901117852,6,104,995.7707949327948,995.8199619288207,979.0102853259183,945.5367793962354,997.5553881836556,928.3719853805609,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
35,175,17.77777777777778,10.416666666666666,0.0,0.0,981.8030722206097,23.66556137815955,927.9894515733074,999.253208098796,0.9994193257180706,9818.030722206096,5,108,995.7707949327948,992.3403180261126,978.3588331822339,945.4082303381252,997.5553881836556,927.9894515733074,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
36,180,8.88888888888889,10.416666666666666,0.0,0.0,981.0361940296345,24.862674684473742,927.9894515733074,999.253208098796,0.9993581304339983,9810.361940296345,5,112,995.7707949327948,992.3403180261126,978.096304519999,938.0777178711281,997.4796474031364,927.9894515733074,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
37,185,8.88888888888889,13.88888888888889,0.0,0.0,980.5666485992855,25.494438090594926,927.9894515733074,999.253208098796,0.999324472278067,9805.666485992855,6,116,995.7707949327948,992.3403180261126,977.6620910530777,934.3444717627087,996.9516526749859,927.9894515733074,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
38,190,13.333333333333334,17.36111111111111,0.0,0.0,980.0792651575372,26.38994363031775,927.6900506882697,999.253208098796,0.9992754977120984,9800.792651575372,6,120,995.7707949327948,992.3403180261126,977.5744839893665,929.8576452939744,996.9516526749859,927.6900506882697,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
39,195,8.88888888888889,20.833333333333332,0.0,0.0,979.6452265354661,27.247639139137597,924.425336815285,999.253208098796,0.9992269915141748,9796.452265354661,6,124,995.7707949327948,992.3403180261126,977.5744839893665,928.7819729462498,996.9516526749859,924.425336815285,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
40,200,13.333333333333334,13.88888888888889,0.0,0.0,979.1853567305977,27.573894195075514,923.1415287563525,999.253208098796,0.9992076407438607,9791.853567305978,7,128,995.7707949327948,992.3403180261126,974.400153326942,928.6414136189225,996.9516526749859,923.1415287563525,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
41,205,17.77777777777778,17.36111111111111,0.0,0.0,978.6790339181359,28.6036230867583,918.1861197679007,999.253208098796,0.9991465251922407,9786.79033918136,7,132,995.7707949327948,992.3403180261126,974.2923341907754,928.6414136189225,996.9516526749859,918.1861197679007,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
42,210,17.77777777777778,20.833333333333332,0.0,0.0,978.2887973041561,29.110790729064572,917.8322417089945,999.253208098796,0.9991153133795581,9782.887973041561,6,136,995.7707949327948,992.3403180261126,974.2923341907754,925.912297758102,996.1322804549155,917.8322417089945,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
43,215,17.77777777777778,13.88888888888889,0.0,0.0,977.7193474923731,29.09309435119654,917.3221845564473,999.253208098796,0.9991153590324875,9777.193474923732,5,140,995.7707949327948,992.223949602354,974.2923341907754,925.2329432286373,991.7435624428566,917.3221845564473,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
44,220,13.333333333333334,10.416666666666666,0.0,0.0,977.198172735003,29.940907735999197,913.7012980082972,999.253208098796,0.9990620987449064,9771.98172735003,6,144,995.7707949327948,992.223949602354,974.2923341907754,924.5107575114455,990.8748871344972,913.7012980082972,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
45,225,17.77777777777778,3.4722222222222223,0.0,0.0,976.5963888886033,31.243239864817344,907.6834595442992,999.253208098796,0.9989775604725297,9765.963888886034,6,148,995.7707949327948,992.223949602354,974.2923341907754,924.5107575114455,990.8748871344972,907.6834595442992,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
46,230,17.77777777777778,3.4722222222222223,0.0,0.0,976.1416282408866,32.22184529335541,903.7206913035827,999.253208098796,0.9989115657735866,9761.416282408865,8,152,995.7707949327948,992.223949602354,974.2923341907754,923.925919274994,990.8748871344972,903.7206913035827,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
47,235,22.22222222222222,6.944444444444445,0.0,0.0,975.5710451869785,33.22902658106123,899.3256775588508,999.253208098796,0.9988411856203359,9755.710451869785,7,156,995.7707949327948,992.223949602354,972.9815173964275,923.925919274994,990.8748871344972,899.3256775588508,997.3233203976424,997.4924614804024,986.5387159930262,999.253208098796
48,240,17.77777777777778,3.4722222222222223,0.0,0.0,974.9797437582613,33.22625301958762,899.2517698765929,999.253208098796,0.9988399746896938,9749.797437582612,6,160,995.7707949327948,992.223949602354,972.445616673065,923.2744603407618,990.8748871344972,899.2517698765929,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
49,245,13.333333333333334,3.4722222222222223,0.0,0.0,974.5336567794948,33.443422449298666,899.2517698765929,999.253208098796,0.9988237040959349,9745.336567794948,6,164,995.7707949327948,992.223949602354,969.1218658521327,922.1373413740301,990.8748871344972,899.2517698765929,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
50,250,17.77777777777778,6.944444444444445,0.0,0.0,974.217611985479,33.66104232058447,898.8801802648484,999.253208098796,0.9988075916698931,9742.17611985479,7,168,995.7707949327948,992.223949602354,966.9244975537994,921.5458513439507,990.8748871344972,898.8801802648484,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
51,255,22.22222222222222,10.416666666666666,0.0,0.0,973.6907226592745,33.98179912302623,898.4797351726344,999.253208098796,0.9987834722511562,9736.907226592744,7,172,995.7707949327948,992.223949602354,962.8374871378993,920.7644135900179,990.8748871344972,898.4797351726344,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
52,260,17.77777777777778,13.88888888888889,0.0,0.0,973.237306053015,34.386279384630356,897.3999032355233,999.253208098796,0.9987532164315543,9732.37306053015,7,176,995.7707949327948,992.223949602354,959.7433594116503,920.4042071907841,990.8748871344972,897.3999032355233,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
53,265,17.77777777777778,13.88888888888889,0.0,0.0,972.6234723196081,35.739729931104264,891.3772777580076,999.253208098796,0.9986515742684514,9726.234723196081,7,180,995.7707949327948,992.223949602354,959.6276475550982,920.4042071907841,990.8748871344972,891.3772777580076,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
54,270,17.77777777777778,10.416666666666666,0.0,0.0,972.1861830223309,35.78241817871264,891.0732338550749,999.253208098796,0.9986471409606034,9721.861830223308,6,184,995.7707949327948,989.220131053943,959.3692370569986,919.5975871674541,990.8748871344972,891.0732338550749,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
55,275,17.77777777777778,13.88888888888889,0.0,0.0,971.6721735514793,36.521569118185525,890.925989212081,999.253208098796,0.9985892624793817,9716.721735514793,6,188,995.7707949327948,989.220131053943,958.9532886695201,915.020685489411,990.8748871344972,890.925989212081,997.3233203976424,997.4924614804024,981.8869690457054,999.253208098796
56,280,17.77777777777778,17.36111111111111,0.0,0.0,971.2027048474122,36.520657473261245,890.7341264469046,999.253208098796,0.9985879706028759,9712.027048474121,6,192,995.7707949327948,989.220131053943,958.3011248737859,914.8833849451847,990.8748871344972,890.7341264469046,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
57,285,13.333333333333334,20.833333333333332,0.0,0.0,970.551786587672,37.803739171308045,885.235825472066,999.253208098796,0.9984851358308195,9705.51786587672,5,196,995.7707949327948,989.220131053943,957.6739573459099,914.6122888121531,990.762269172842,885.235825472066,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
58,290,13.333333333333334,13.88888888888889,0.0,0.0,970.0644486585737,38.85519216911891,880.6669397787936,999.253208098796,0.9983982278195423,9700.644486585737,6,200,995.7707949327948,989.220131053943,957.3694637481989,914.6122888121531,990.762269172842,880.6669397787936,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
59,295,17.77777777777778,13.88888888888889,0.0,0.0,969.7503312120143,38.89135476490778,880.2891866692498,999.253208098796,0.9983942115679021,9697.503312120143,5,204,995.7707949327948,987.4483157266462,956.3778577194462,914.6122888121531,990.762269172842,880.2891866692498,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
60,300,13.333333333333334,17.36111111111111,0.0,0.0,969.0019239460055,40.06655464323783,879.3498092780516,999.253208098796,0.9982932384586036,9690.019239460054,6,208,995.7707949327948,987.4483157266462,956.3778577194462,908.0675935432627,990.762269172842,879.3498092780516,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
61,305,17.77777777777778,17.36111111111111,0.0,0.0,968.5717257521353,40.11443933607352,878.893163396228,999.253208098796,0.998287645909125,9685.717257521354,6,212,995.7707949327948,987.4483157266462,956.3778577194462,907.3716183290935,987.6129083301341,878.893163396228,997.3233203976424,997.4924614804024,978.1736091101706,999.253208098796
62,310,8.88888888888889,6.944444444444445,0.0,0.0,968.0718714039944,40.293875585580224,878.893163396228,999.253208098796,0.9982705375645509,9680.718714039944,5,216,995.7707949327948,987.4483157266462,951.847271847613,907.1976605154126,987.6129083301341,878.893163396228,997.3233203976424,997.4924614804024,977.8796093142744,999.253208098796
63,315,8.88888888888889,3.4722222222222223,0.0,0.0,967.4806953486298,40.31154720359567,878.893163396228,999.253208098796,0.9982669104880996,9674.806953486297,7,220,995.7707949327948,987.4483157266462,950.790640297585,906.7900234155034,987.6129083301341,878.893163396228,997.3233203976424,997.4924614804024,973.4321174105647,999.253208098796
64,320,13.333333333333334,0.0,0.0,0.0,966.9374815402392,40.418144971900944,877.5698403962987,999.253208098796,0.9982557938890187,9669.374815402392,5,224,995.7707949327948,983.3395006426709,950.790640297585,906.7900234155034,987.6129083301341,877.5698403962987,997.3233203976424,997.4924614804024,973.4321174105647,999.253208098796
65,325,13.333333333333334,3.4722222222222223,0.0,0.0,966.4838172038669,41.337900324066176,873.419130443154,999.253208098796,0.9981739448760486,9664.83817203867,6,228,995.7707949327948,983.0684794641838,950.6757280654938,906.7900234155034,987.6129083301341,873.419130443154,997.3233203976424,997.4924614804024,973.4321174105647,999.253208098796
66,330,17.77777777777778,6.944444444444445,0.0,0.0,966.0163784342516,42.273492120771216,869.5899771302181,999.253208098796,0.99808866683531,9660.163784342516,6,232,995.7707949327948,983.0684794641838,950.1719777721617,906.4485393256175,987.6129083301341,869.5899771302181,997.3233203976424,997.4924614804024,973.4321174105647,999.253208098796
67,335,17.77777777777778,10.416666666666666,0.0,0.0,965.6427260664384,42.9115798351428,866.9270102554442,999.253208098796,0.9980291241145909,9656.427260664384,5,236,995.7707949327948,983.0684794641838,950.0070052274656,906.2095644425788,987.6129083301341,866.9270102554442,997.3233203976424,997.4924614804024,972.7625080349425,999.253208098796
68,340,17.77777777777778,6.944444444444445,0.0,0.0,965.3027543194003,43.21589281004991,866.3241001324882,999.253208098796,0.9979997222277212,9653.027543194003,6,240,995.7707949327948,983.0684794641838,947.7942309820198,905.6255313405986,987.6129083301341,866.3241001324882,997.3233203976424,997.4924614804024,972.7625080349425,999.253208098796
69,345,17.77777777777778,10.416666666666666,0.0,0.0,964.6356207370969,44.56369109701737,860.5603105156673,999.253208098796,0.9978703421493775,9646.356207370969,6,244,995.7707949327948,983.0684794641838,947.2644861801954,905.6255313405986,987.6129083301341,860.5603105156673,997.3233203976424,997.4924614804024,972.3847066305536,999.253208098796
70,350,13.333333333333334,13.88888888888889,0.0,0.0,964.1321425203414,45.62040134122346,856.4272075403285,999.253208098796,0.9977660481844234,9641.321425203414,6,248,995.7707949327948,983.0684794641838,946.919660374537,905.0686779540415,987.6129083301341,856.4272075403285,997.3233203976424,997.4924614804024,972.3847066305536,999.253208098796
71,355,17.77777777777778,13.88888888888889,0.0,0.0,963.7618928220596,46.3986137805391,853.4803687120152,999.253208098796,0.997687588714204,9637.618928220596,6,252,995.7707949327948,983.0684794641838,946.919660374537,904.4294372159086,987.6129083301341,853.4803687120152,997.3233203976424,997.4924614804024,972.2682892141809,999.253208098796
72,360,17.77777777777778,13.88888888888889,0.0,0.0,963.2800067549445,46.73972119395838,853.4803687120152,999.253208098796,0.997651200900532,9632.800067549444,6,256,995.7707949327948,983.0684794641838,943.8083353657468,902.7219015535479,987.6129083301341,853.4803687120152,997.3233203976424,997.4924614804024,972.2682892141809,999.253208098796
73,365,17.77777777777778,10.416666666666666,0.0,0.0,962.753833924376,47.11343985102482,853.1229357171333,999.253208098796,0.997610976983308,9627.53833924376,6,260,995.7707949327948,983.0684794641838,939.7130683393573,901.9128732691353,987.6129083301341,853.1229357171333,997.3233203976424,997.4924614804024,972.2682892141809,999.253208098796
