round,sim_time,util_cpu,util_ram,util_stg,util_net,token_mean,token_std,token_min,token_max,token_jain,token_total,hungry_nodes,max_hunger,tok_node_0000,tok_node_0001,tok_node_0002,tok_node_0003,tok_node_0004,tok_node_0005,tok_node_0006,tok_node_0007,tok_node_0008,tok_node_0009,tok_node_0010,tok_node_0011,tok_node_0012,tok_node_0013,tok_node_0014,tok_node_0015,tok_node_0016,tok_node_0017,tok_node_0018,tok_node_0019
23,115,26.666666666666668,24.305555555555554,0.0,0.0,993.7882370337093,8.648673875104008,964.0230672774139,999.538288409459,0.9999242681707535,19875.764740674185,15,78,998.7773732325838,998.4401435885766,989.5058383530938,998.7773732325838,964.0230672774139,985.8694473271353,993.5024965719357,996.4134368368235,986.2732105138824,981.8581175446321,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,991.8347380369905,998.6350233988754,999.4137801769812,996.2757743218012,999.5137552685368
24,120,26.666666666666668,24.305555555555554,0.0,0.0,993.6006766532892,8.691877081589466,963.3953267905441,999.538288409459,0.9999234808456635,19872.013533065783,12,82,996.1008091816427,998.4401435885766,989.5058383530938,998.7773732325838,963.3953267905441,985.8694473271353,993.5024965719357,996.4134368368235,986.2732105138824,981.8581175446321,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,991.7112888845602,998.3115694807152,999.4137801769812,996.2757743218012,999.5137552685368
25,125,26.666666666666668,20.833333333333332,0.0,0.0,993.3899326956009,8.856315341589756,963.3953267905441,999.538288409459,0.9999205247106507,19867.798653912017,12,86,996.1008091816427,998.4401435885766,988.6059725021242,998.7773732325838,963.3953267905441,982.9717323474731,993.5024965719357,996.4134368368235,986.2732105138824,981.8581175446321,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,991.5824766442764,998.3115694807152,999.4137801769812,996.2757743218012,999.5137552685368
26,130,26.666666666666668,10.416666666666666,0.0,0.0,993.1058443602385,9.772334404520565,958.1520415046679,999.538288409459,0.9999031803487078,19862.11688720477,12,90,995.8220626216768,998.4401435885766,988.6059725021242,998.7773732325838,958.1520415046679,982.9717323474731,993.5024965719357,996.4134368368235,986.1134756524789,981.8581175446321,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,991.5824766442764,998.3115694807152,999.4137801769812,996.2757743218012,999.5137552685368
27,135,26.666666666666668,10.416666666666666,0.0,0.0,992.870710623141,9.941266074270862,957.4824469276222,999.538288409459,0.9998997569067349,19857.41421246282,13,94,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,957.4824469276222,982.9717323474731,993.5024965719357,996.4134368368235,986.1134756524789,981.8581175446321,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,987.9201244416585,998.3115694807152,999.4137801769812,996.2757743218012,999.4008477034648
28,140,26.666666666666668,10.416666666666666,0.0,0.0,992.6307867753401,10.74438737566926,953.1704549754263,999.538288409459,0.9998828514401241,19852.615735506803,13,98,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,953.1704549754263,982.9717323474731,993.5024965719357,996.4134368368235,986.1134756524789,981.4739911208014,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,987.8177658616687,998.3115694807152,999.4137801769812,996.2757743218012,999.4008477034648
29,145,26.666666666666668,13.88888888888889,0.0,0.0,992.3742153634242,10.879179419612619,952.0930110186658,999.538288409459,0.9998798319140336,19847.484307268485,13,102,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,952.0930110186658,982.838550572647,993.5024965719357,996.4134368368235,986.1134756524789,981.4739911208014,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,987.8177658616687,994.390766973984,999.4137801769812,996.2757743218012,999.4008477034648
30,150,17.77777777777778,17.36111111111111,0.0,0.0,992.114689281919,11.647438902317973,948.1620323504806,999.538288409459,0.9998621910992576,19842.29378563838,14,106,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,948.1620323504806,982.838550572647,993.5024965719357,996.4134368368235,985.8084929895581,981.3110551800547,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.2287357313471,987.0261415034189,994.390766973984,999.4137801769812,996.2757743218012,999.4008477034648
31,155,13.333333333333334,13.88888888888889,0.0,0.0,991.8649506614295,11.911592096553342,947.7478180827477,999.538288409459,0.9998557977930284,19837.29901322859,14,110,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,947.7478180827477,979.2999014083746,993.5024965719357,996.4134368368235,984.8805543280353,981.3110551800547,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,987.0261415034189,994.390766973984,999.4137801769812,996.2757743218012,999.4008477034648
32,160,17.77777777777778,10.416666666666666,0.0,0.0,991.6500632464533,12.141880372259001,947.1614479402817,999.538288409459,0.999850104046983,19833.001264929066,14,114,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,947.1614479402817,979.2999014083746,993.5024965719357,996.4134368368235,981.7353888395922,981.3110551800547,999.538288409459,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,994.390766973984,999.4137801769812,996.2757743218012,999.4008477034648
33,165,17.77777777777778,10.416666666666666,0.0,0.0,991.4734218206255,12.094135930053781,946.9360013174147,999.538288409459,0.9998512274107103,19829.46843641251,14,112,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,946.9360013174147,979.2999014083746,993.5024965719357,996.4134368368235,981.7353888395922,981.3110551800547,999.1781112978009,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,994.390766973984,996.4665753949511,996.2757743218012,999.4008477034648
34,170,17.77777777777778,13.88888888888889,0.0,0.0,991.253199692844,12.399994360844438,946.3795195611629,999.538288409459,0.9998435391030924,19825.06399385688,15,116,995.8220626216768,998.18232319136,988.6059725021242,998.7773732325838,946.3795195611629,976.1264715074536,993.5024965719357,996.4134368368235,981.0608579411346,981.3110551800547,999.1781112978009,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,994.390766973984,996.4665753949511,996.2757743218012,999.4008477034648
35,175,13.333333333333334,17.36111111111111,0.0,0.0,991.0152204077765,13.132353874547023,942.6537686969715,999.538288409459,0.9998244308326467,19820.30440815553,15,120,995.6886980300762,998.18232319136,988.6059725021242,998.7773732325838,942.6537686969715,975.2260012618964,993.5024965719357,996.4134368368235,981.0608579411346,981.3110551800547,999.1781112978009,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,994.390766973984,996.4665753949511,996.2757743218012,999.4008477034648
36,180,13.333333333333334,17.36111111111111,0.0,0.0,990.7877845367723,13.333104234822935,942.2576530100347,999.538288409459,0.9998189399561834,19815.755690735445,15,124,995.6886980300762,998.18232319136,988.6059725021242,998.7773732325838,942.2576530100347,975.2260012618964,993.5024965719357,996.4134368368235,981.0608579411346,978.0460810343067,999.1781112978009,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,993.5031393865845,996.4665753949511,996.2757743218012,999.4008477034648
37,185,17.77777777777778,10.416666666666666,0.0,0.0,990.5163954846842,14.259471767123303,937.3751816827189,999.538288409459,0.9997927981912463,19810.327909693682,15,128,995.6886980300762,998.18232319136,988.6059725021242,998.7773732325838,937.3751816827189,975.0688842919006,993.5024965719357,996.4134368368235,981.0608579411346,977.6578882898525,999.1781112978009,998.9072104707564,999.538288409459,999.1501558884653,999.1147654150839,986.4599288348032,993.5031393865845,996.4665753949511,996.2757743218012,999.4008477034648
38,190,13.333333333333334,13.88888888888889,0.0,0.0,990.2958705888101,14.907478448240266,933.8445709281357,999.538288409459,0.9997734416673011,19805.9174117762,14,132,995.6886980300762,998.18232319136,988.6059725021242,998.7773732325838,933.8445709281357,975.0688842919006,993.5024965719357,996.4134368368235,981.0608579411346,977.6578882898525,999.1781112978009,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,986.3089236974348,993.5031393865845,996.0593576933088,996.2757743218012,999.4008477034648
39,195,8.88888888888889,13.88888888888889,0.0,0.0,990.0714435716493,15.175290601442716,932.7283705388558,999.538288409459,0.999765123835362,19801.428871432985,13,136,995.6886980300762,998.18232319136,988.6059725021242,998.7773732325838,932.7283705388558,975.0688842919006,993.5024965719357,996.4134368368235,981.0608579411346,977.6578882898525,999.0729696256332,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,983.0417254156657,993.5031393865845,996.0593576933088,996.2757743218012,999.4008477034648
40,200,13.333333333333334,17.36111111111111,0.0,0.0,989.8348266104664,15.20452282587506,932.7283705388558,999.538288409459,0.9997641055788864,19796.696532209327,12,140,995.6886980300762,998.18232319136,988.4568022613664,998.7773732325838,932.7283705388558,975.0688842919006,993.5024965719357,996.4134368368235,980.6653764802744,976.7675688226053,999.0729696256332,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,983.0417254156657,990.2057713317894,996.0593576933088,996.2757743218012,999.4008477034648
41,205,17.77777777777778,20.833333333333332,0.0,0.0,989.6320545381434,15.312266009668852,932.4424360598542,999.538288409459,0.9997606532893129,19792.641090762867,14,144,995.6886980300762,998.18232319136,985.4666899955354,998.7773732325838,932.4424360598542,975.0688842919006,993.5024965719357,996.4134368368235,980.6653764802744,976.1415974039666,999.0729696256332,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,983.0417254156657,990.0523480488018,996.0593576933088,996.2757743218012,999.4008477034648
42,210,17.77777777777778,13.88888888888889,0.0,0.0,989.4026314577211,15.482878815286178,932.4424360598542,999.538288409459,0.9997551777026307,19788.052629154423,13,148,995.6886980300762,998.18232319136,985.4666899955354,998.7773732325838,932.4424360598542,971.5538210729726,993.5024965719357,996.4134368368235,980.6653764802744,976.0117713450853,999.0729696256332,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,983.0417254156657,989.7413019471797,996.0593576933088,996.2757743218012,998.7683214744527
43,215,13.333333333333334,17.36111111111111,0.0,0.0,989.16180701261,16.18784897701372,928.7497645361505,999.538288409459,0.9997322513361833,19783.2361402522,13,152,995.6886980300762,998.18232319136,985.1291100316539,998.7773732325838,928.7497645361505,971.5538210729726,993.5024965719357,996.4134368368235,980.6653764802744,976.0117713450853,999.0729696256332,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,982.2554880010272,989.7413019471797,996.0593576933088,996.2757743218012,998.7683214744527
44,220,13.333333333333334,20.833333333333332,0.0,0.0,988.9110717416567,16.250434391225568,927.9001933129434,999.538288409459,0.9997300407498656,19778.221434833133,14,156,995.6886980300762,998.18232319136,985.1291100316539,998.7773732325838,927.9001933129434,971.5538210729726,993.5024965719357,996.4134368368235,980.6653764802744,976.0117713450853,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,982.2554880010272,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
45,225,13.333333333333334,24.305555555555554,0.0,0.0,988.6720603412441,17.060343766418363,923.7719431982641,999.538288409459,0.9997023254294566,19773.441206824882,14,160,995.6886980300762,998.18232319136,985.1291100316539,998.7773732325838,923.7719431982641,971.0643351310821,993.5024965719357,996.4134368368235,980.502884528594,976.0117713450853,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,982.2554880010272,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
46,230,13.333333333333334,24.305555555555554,0.0,0.0,988.4648838867506,17.079967990013202,923.6521420319193,999.538288409459,0.9997015153754104,19769.297677735012,13,164,995.6886980300762,998.18232319136,985.1291100316539,998.7773732325838,923.6521420319193,971.0643351310821,990.4842796830447,996.4134368368235,980.502884528594,975.5856430156747,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,981.6761052958045,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
47,235,13.333333333333334,17.36111111111111,0.0,0.0,988.2637281450106,17.056399431170668,923.6521420319193,999.538288409459,0.9997022171656893,19765.274562900213,13,168,995.6886980300762,995.2238884644183,985.1291100316539,998.7773732325838,923.6521420319193,970.4603853482872,990.4842796830447,996.4134368368235,980.502884528594,975.12491269061,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,981.6761052958045,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
48,240,13.333333333333334,17.36111111111111,0.0,0.0,988.0020352762643,17.447734242042912,922.8762750457516,999.538288409459,0.9996882352728019,19760.040705525287,16,172,995.6886980300762,995.2238884644183,985.1291100316539,998.7773732325838,922.8762750457516,966.4671127646965,990.4842796830447,996.4134368368235,980.502884528594,974.6601948854445,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,981.6761052958045,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
49,245,17.77777777777778,20.833333333333332,0.0,0.0,987.7687110633957,18.25176462795841,918.6415723985347,999.538288409459,0.9996586884903443,19755.374221267914,16,176,995.6886980300762,995.2238884644183,985.1291100316539,998.7773732325838,918.6415723985347,966.4671127646965,990.4842796830447,996.4134368368235,980.502884528594,974.6601948854445,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,981.2443236856482,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
50,250,13.333333333333334,20.833333333333332,0.0,0.0,987.5653509012424,18.974333589187,914.9095523109935,999.538288409459,0.9996309874935333,19751.307018024847,17,180,995.6886980300762,995.2238884644183,985.1291100316539,998.7773732325838,914.9095523109935,966.4671127646965,990.4842796830447,996.4134368368235,980.502884528594,974.3250117299186,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,981.2443236856482,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
51,255,17.77777777777778,17.36111111111111,0.0,0.0,987.3767021966851,19.1457804819695,914.9095523109935,999.538288409459,0.9996241477642395,19747.5340439337,15,184,995.6886980300762,995.2238884644183,984.7863657809563,998.7773732325838,914.9095523109935,963.8075024157627,990.4842796830447,996.4134368368235,980.502884528594,974.3250117299186,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,980.4737041941327,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
52,260,22.22222222222222,13.88888888888889,0.0,0.0,987.1305606502585,19.946482985324415,910.9600530544975,999.538288409459,0.9995918628017243,19742.61121300517,15,188,995.6886980300762,995.2238884644183,984.7863657809563,998.7773732325838,910.9600530544975,963.1753445024157,990.4842796830447,996.4134368368235,980.502884528594,973.9838379712319,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,980.4737041941327,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
53,265,22.22222222222222,10.416666666666666,0.0,0.0,986.8939930907056,20.135168870504362,910.4161095035828,999.538288409459,0.9995839085444161,19737.87986181411,14,192,995.6886980300762,995.2238884644183,984.7863657809563,998.7773732325838,910.4161095035828,963.1753445024157,990.4842796830447,996.4134368368235,979.9471396104503,973.9838379712319,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,976.8420414721327,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
54,270,13.333333333333334,13.88888888888889,0.0,0.0,986.6804251417718,20.78424823951377,907.0722930289795,999.538288409459,0.9995564700497697,19733.608502835436,15,196,995.6886980300762,995.2238884644183,984.3883951907942,998.7773732325838,907.0722930289795,963.1753445024157,990.4842796830447,996.4134368368235,979.4175676965385,973.9838379712319,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,999.1147654150839,976.8420414721327,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
55,275,17.77777777777778,17.36111111111111,0.0,0.0,986.4223784077816,20.91796264587111,906.8772370600999,999.538288409459,0.9995505124368042,19728.447568155632,15,200,995.6886980300762,995.2238884644183,984.3883951907942,998.7773732325838,906.8772370600999,963.1753445024157,990.4842796830447,996.4134368368235,979.1520217689445,973.9838379712319,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,998.4154574870246,972.841016616864,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
56,280,22.22222222222222,17.36111111111111,0.0,0.0,986.1928514034023,21.24950866263118,906.2602392842734,999.538288409459,0.9995359417475497,19723.857028068047,13,204,995.6886980300762,995.2238884644183,984.3883951907942,998.7773732325838,906.2602392842734,959.853277597277,990.4842796830447,996.4134368368235,979.1520217689445,973.3323625646094,995.2444171875559,998.5855461468727,999.538288409459,999.1501558884653,998.4154574870246,972.841016616864,989.4047201893964,996.0593576933088,996.2757743218012,998.7683214744527
57,285,17.77777777777778,10.416666666666666,0.0,0.0,985.9404197559612,21.371024449542436,905.5107034558878,999.538288409459,0.999530381346611,19718.808395119224,13,208,995.6886980300762,995.2238884644183,984.1975532951448,998.7773732325838,905.5107034558878,959.853277597277,990.4842796830447,996.4134368368235,979.1520217689445,973.3323625646094,995.2444171875559,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,972.841016616864,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
58,290,8.88888888888889,10.416666666666666,0.0,0.0,985.6772848199573,21.584434320526192,905.4005331935825,999.538288409459,0.9995207041809593,19713.545696399146,13,212,995.6886980300762,995.2238884644183,984.1975532951448,998.7773732325838,905.4005331935825,959.1171088358047,990.4842796830447,996.4134368368235,978.806939014069,973.3323625646094,995.2444171875559,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
59,295,4.444444444444445,10.416666666666666,0.0,0.0,985.4921620649362,21.507936269805967,905.4005331935825,999.538288409459,0.9995239151927342,19709.843241298724,11,215,995.1902727010414,995.2238884644183,984.1975532951448,998.4272949529244,905.4005331935825,959.1171088358047,990.4842796830447,996.4134368368235,978.806939014069,973.3323625646094,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
60,300,8.88888888888889,13.88888888888889,0.0,0.0,985.2314388046901,22.3465640178983,900.9571853418659,999.538288409459,0.9994858123727057,19704.628776093803,13,219,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,900.9571853418659,959.1171088358047,990.4842796830447,996.4134368368235,978.806939014069,973.1942174536575,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
61,305,13.333333333333334,17.36111111111111,0.0,0.0,984.9713265578379,22.71574224273143,900.5511565751602,999.538288409459,0.9994684112752474,19699.426531156758,14,223,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,900.5511565751602,954.5360917297664,990.4842796830447,996.4134368368235,978.806939014069,972.9790183893582,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
62,310,17.77777777777778,17.36111111111111,0.0,0.0,984.7464240148605,22.96854051384569,900.5511565751602,999.538288409459,0.9994562719070265,19694.92848029721,16,227,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,900.5511565751602,951.4343022621173,990.4842796830447,996.4134368368235,978.6746009210734,971.7150950904532,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
63,315,13.333333333333334,20.833333333333332,0.0,0.0,984.4848504634936,23.271647649179457,899.6499233131717,999.538288409459,0.999441538053356,19689.697009269872,16,231,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,899.6499233131717,951.4343022621173,990.4842796830447,996.4134368368235,978.5629177290376,967.4965405171399,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
64,320,4.444444444444445,17.36111111111111,0.0,0.0,984.2430132500127,24.14273215485103,894.9291778438555,999.538288409459,0.9993986782370743,19684.860265000254,17,235,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,894.9291778438555,951.4343022621173,990.4842796830447,996.4134368368235,978.5629177290376,967.3805417168398,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.2757743218012,998.7683214744527
65,325,0.0,17.36111111111111,0.0,0.0,983.9870648356003,24.58587024878074,894.0111368656276,999.538288409459,0.9993760908612795,19679.741296712007,15,239,995.1902727010414,995.2238884644183,983.5645810528902,998.4272949529244,894.0111368656276,947.4890998999742,990.4842796830447,996.4134368368235,978.5629177290376,967.3805417168398,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.0200493739244,998.7683214744527
66,330,4.444444444444445,13.88888888888889,0.0,0.0,983.7648180692071,24.836828327227913,894.0111368656276,999.538288409459,0.9993630094825401,19675.296361384142,14,243,994.6015481568377,995.2238884644183,983.5645810528902,998.4272949529244,894.0111368656276,944.0644199163115,990.1755419729166,996.4134368368235,978.5629177290376,967.2577486269698,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,968.7697396754418,985.5552186286361,996.0593576933088,996.0200493739244,998.7683214744527
67,335,8.88888888888889,17.36111111111111,0.0,0.0,983.5676210084106,24.978821192674673,894.0111368656276,999.538288409459,0.9993554517736459,19671.352420168212,13,247,994.6015481568377,995.2238884644183,983.5645810528902,998.4272949529244,894.0111368656276,943.9429552669867,990.1755419729166,996.4134368368235,978.5629177290376,964.369142161536,992.3904656958285,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,967.8358695742701,985.5552186286361,996.0593576933088,996.0200493739244,998.7683214744527
68,340,8.88888888888889,13.88888888888889,0.0,0.0,983.3175884847742,24.95854790009194,894.0111368656276,999.538288409459,0.9993561698479486,19666.351769695484,14,251,994.6015481568377,995.2238884644183,983.2688063317291,998.4272949529244,894.0111368656276,943.9429552669867,990.1755419729166,996.4134368368235,978.5629177290376,964.2572745207335,988.6745828975752,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,966.9587442617578,985.5552186286361,996.0593576933088,996.0200493739244,998.7683214744527
69,345,13.333333333333334,13.88888888888889,0.0,0.0,983.0910000711307,25.20086024462127,892.9125226563486,999.538288409459,0.9993433136299565,19661.820001422613,13,255,994.6015481568377,995.2238884644183,983.2688063317291,998.4272949529244,892.9125226563486,943.9429552669867,990.1755419729166,996.4134368368235,975.2648755452577,964.2572745207335,988.6745828975752,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,966.8236323819447,985.5552186286361,996.0593576933088,996.0200493739244,998.7683214744527
70,350,8.88888888888889,17.36111111111111,0.0,0.0,982.8657225802921,25.832792458597194,889.5973485780534,999.538288409459,0.9993096736949759,19657.314451605842,14,259,994.6015481568377,995.2238884644183,983.2688063317291,998.4272949529244,889.5973485780534,943.9429552669867,990.1755419729166,996.4134368368235,975.2648755452577,963.431102840097,988.6745828975752,998.3267924828444,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,985.5552186286361,995.9461173228619,996.0200493739244,998.7683214744527
71,355,13.333333333333334,20.833333333333332,0.0,0.0,982.7014169263409,25.81534483004606,889.2568847058748,999.538288409459,0.9993103748477266,19654.02833852682,13,263,994.6015481568377,995.2238884644183,983.2688063317291,996.3372825261981,889.2568847058748,943.9429552669867,990.1755419729166,996.4134368368235,975.1462223209627,963.431102840097,988.6745828975752,997.5898089270196,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,985.5552186286361,995.9461173228619,996.0200493739244,998.7683214744527
72,360,17.77777777777778,17.36111111111111,0.0,0.0,982.5275495325535,25.739338778641457,889.2568847058748,999.538288409459,0.9993141844139061,19650.55099065107,11,267,994.2470062410116,995.2238884644183,983.2688063317291,996.3372825261981,889.2568847058748,943.9429552669867,990.1755419729166,996.4134368368235,975.1462223209627,963.3325616371699,988.6745828975752,994.9715861142831,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,985.1491766843775,995.9461173228619,996.0200493739244,998.7683214744527
73,365,17.77777777777778,17.36111111111111,0.0,0.0,982.3169266652694,25.914163042307447,888.5770158653635,999.538288409459,0.999304545084285,19646.33853330539,13,271,994.2470062410116,995.2238884644183,983.1874682342145,996.3372825261981,888.5770158653635,943.9429552669867,990.1755419729166,996.4134368368235,972.0201947066568,963.3325616371699,988.6745828975752,994.9715861142831,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,984.823953891029,995.9461173228619,996.0200493739244,998.7683214744527
74,370,13.333333333333334,13.88888888888889,0.0,0.0,982.1064390865853,26.595610683194927,884.7880597038218,999.538288409459,0.9992672017052043,19642.128781731706,14,275,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,884.7880597038218,943.9429552669867,990.1755419729166,996.4134368368235,972.0201947066568,963.3325616371699,988.6745828975752,994.9715861142831,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,984.823953891029,995.9461173228619,996.0200493739244,998.7683214744527
75,375,13.333333333333334,10.416666666666666,1.0850694444444444,0.0,981.9043876008784,27.213304808341476,881.7867397705803,999.538288409459,0.9992324782127632,19638.087752017567,14,279,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,881.7867397705803,943.0421173762687,990.1755419729166,996.4134368368235,971.8813228164763,963.3325616371699,988.6745828975752,994.9715861142831,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,984.823953891029,995.9461173228619,996.0200493739244,998.7683214744527
76,380,13.333333333333334,10.416666666666666,1.0850694444444444,0.0,981.6837909636859,27.9477272449515,877.9114811035857,999.538288409459,0.9991901624660926,19633.675819273718,14,283,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,877.9114811035857,943.0421173762687,990.1755419729166,996.4134368368235,971.8813228164763,962.7958875603182,988.6745828975752,994.9715861142831,999.538288409459,999.1501558884653,998.4154574870246,966.5726686945543,984.823953891029,995.9461173228619,996.0200493739244,998.7683214744527
77,385,13.333333333333334,6.944444444444445,2.170138888888889,0.0,981.4292713665002,28.075937519063366,877.1343699980666,999.4294062106618,0.9991822976383687,19628.585427330003,13,287,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,877.1343699980666,943.0421173762687,989.9431699944319,996.4134368368235,971.8813228164763,962.7958875603182,988.6745828975752,994.9715861142831,999.4294062106618,999.1501558884653,998.4154574870246,966.5726686945543,980.8519272301126,995.9461173228619,996.0200493739244,998.7683214744527
78,390,13.333333333333334,6.944444444444445,2.170138888888889,0.0,981.2177221790022,28.46316469890581,876.2184823817119,999.4294062106618,0.9991592433426136,19624.354443580043,14,291,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,876.2184823817119,940.0784782552097,989.9431699944319,996.4134368368235,971.8813228164763,962.7958875603182,988.6745828975752,994.9715861142831,999.4294062106618,999.1501558884653,998.4154574870246,966.2212116820084,980.8519272301126,995.9461173228619,996.0200493739244,998.7683214744527
79,395,13.333333333333334,3.4722222222222223,0.0,0.0,980.9714608180548,29.27116589302854,871.967832482876,999.4294062106618,0.9991104286470471,19619.429216361095,13,295,994.2470062410116,994.9103882829849,983.0801730035064,996.3372825261981,871.967832482876,940.0784782552097,989.9431699944319,996.4134368368235,971.7879112615885,962.2147217950946,988.6745828975752,994.9715861142831,999.4294062106618,999.1501558884653,998.4154574870246,966.2212116820084,980.8519272301126,995.9461173228619,996.0200493739244,998.7683214744527
