round,sim_time,util_cpu,util_ram,util_stg,util_net,token_mean,token_std,token_min,token_max,token_jain,token_total,hungry_nodes,max_hunger,tok_node_0000,tok_node_0001,tok_node_0002,tok_node_0003,tok_node_0004,tok_node_0005,tok_node_0006,tok_node_0007,tok_node_0008,tok_node_0009,tok_node_0010,tok_node_0011,tok_node_0012,tok_node_0013,tok_node_0014,tok_node_0015,tok_node_0016,tok_node_0017,tok_node_0018,tok_node_0019
11,55,17.77777777777778,10.416666666666666,0.0,0.0,996.6715729375106,4.243000451009236,984.4832319770968,999.8393967081416,0.9999818768309283,19933.431458750212,14,33,998.7773732325838,998.7773732325838,991.2853505813188,998.7773732325838,984.4832319770968,991.5422003472424,993.5024965719357,996.4134368368235,994.3549936754333,990.0110596999792,999.538288409459,999.538288409459,999.538288409459,999.538288409459,999.8393967081416,999.3803382352153,999.4662313402468,999.4137801769812,999.6268346321052,999.6268346321052
12,60,22.22222222222222,10.416666666666666,0.0,0.0,996.4819014421253,4.5240176452067935,984.4832319770968,999.8393967081416,0.9999793889176528,19929.638028842506,13,37,998.7773732325838,998.7773732325838,991.0108191796179,998.7773732325838,984.4832319770968,991.5422003472424,993.5024965719357,996.4134368368235,994.3549936754333,986.9847954861017,999.538288409459,999.538288409459,999.538288409459,999.538288409459,999.8393967081416,999.3803382352153,998.9735970481197,999.4137801769812,999.6268346321052,999.6268346321052
13,65,22.22222222222222,13.88888888888889,0.0,0.0,996.2311537131982,5.104062939265891,980.935930765333,999.8393967081416,0.9999737517468903,19924.623074263964,14,41,998.7773732325838,998.7773732325838,989.8746710964641,998.7773732325838,980.935930765333,991.5422003472424,993.5024965719357,996.4134368368235,994.0234883918067,986.9847954861017,999.538288409459,999.538288409459,999.538288409459,999.538288409459,999.8393967081416,999.3803382352153,998.9735970481197,999.4137801769812,999.6268346321052,999.6268346321052
14,70,17.77777777777778,17.36111111111111,0.0,0.0,995.968733696415,5.523416839953408,979.8665688547624,999.8393967081416,0.9999692453440604,19919.3746739283,15,45,998.7773732325838,998.7773732325838,989.8746710964641,998.7773732325838,979.8665688547624,987.3631619221499,993.5024965719357,996.4134368368235,994.0234883918067,986.9847954861017,999.538288409459,999.538288409459,999.538288409459,999.538288409459,999.8393967081416,999.3803382352153,998.9735970481197,999.4137801769812,999.6268346321052,999.6268346321052
15,75,17.77777777777778,10.416666666666666,0.0,0.0,995.752153995995,5.45693942110293,979.8665688547624,999.8393967081416,0.9999699681066347,19915.0430799199,13,49,998.7773732325838,998.7773732325838,989.6502558760948,998.7773732325838,979.8665688547624,987.3631619221499,993.5024965719357,996.4134368368235,994.0234883918067,986.9847954861017,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.8393967081416,996.003883824029,998.9735970481197,999.4137801769812,999.6268346321052,999.6268346321052
16,80,13.333333333333334,10.416666666666666,0.0,0.0,995.5297880098802,5.5989538810007895,979.0989783874477,999.8393967081416,0.9999683705583937,19910.595760197604,14,53,998.7773732325838,998.7773732325838,989.6502558760948,998.7773732325838,979.0989783874477,987.3631619221499,993.5024965719357,996.4134368368235,994.0234883918067,986.9847954861017,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.8393967081416,992.6627282182938,998.6350233988754,999.4137801769812,999.6268346321052,999.6268346321052
17,85,17.77777777777778,13.88888888888889,0.0,0.0,995.296443897995,5.742061237447944,978.677725380705,999.6268346321052,0.9999667174739798,19905.9288779599,13,56,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,978.677725380705,987.3631619221499,993.5024965719357,996.4134368368235,990.5329376606412,986.9847954861017,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,992.6627282182938,998.6350233988754,999.4137801769812,999.6268346321052,999.6268346321052
18,90,22.22222222222222,17.36111111111111,0.0,0.0,995.0009282137546,6.525292428881702,973.9957443490831,999.6268346321052,0.9999569934793064,19900.01856427509,13,60,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,973.9957443490831,986.5489340946093,993.5024965719357,996.4134368368235,990.4137577032022,986.9847954861017,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,992.3678033500875,998.6350233988754,999.4137801769812,999.6268346321052,999.6268346321052
19,95,22.22222222222222,13.88888888888889,0.0,0.0,994.7657300052693,6.938643682731334,973.1788567528503,999.6268346321052,0.9999513496003558,19895.314600105386,14,64,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,973.1788567528503,986.5489340946093,993.5024965719357,996.4134368368235,990.4137577032022,983.0977189126286,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,992.3678033500875,998.6350233988754,999.4137801769812,999.6268346321052,999.6268346321052
20,100,26.666666666666668,17.36111111111111,0.0,0.0,994.5511875808965,7.101887732846493,973.1788567528503,999.6268346321052,0.9999490116239501,19891.02375161793,15,68,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,973.1788567528503,986.5489340946093,993.5024965719357,996.4134368368235,986.7690538924102,983.0977189126286,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,991.8347380369905,998.6350233988754,999.4137801769812,999.6268346321052,999.5137552685368
21,105,26.666666666666668,17.36111111111111,0.0,0.0,994.3024932226392,7.796857605547717,969.0259354042788,999.6268346321052,0.9999385141126764,19886.049864452783,14,72,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,969.0259354042788,985.8694473271353,993.5024965719357,996.4134368368235,986.6275748433104,983.0977189126286,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,991.8347380369905,998.6350233988754,999.4137801769812,999.6268346321052,999.5137552685368
22,110,22.22222222222222,20.833333333333332,0.0,0.0,994.0034675169824,8.68130474120421,964.1483150647509,999.6268346321052,0.9999237287122645,19880.069350339647,15,76,998.7773732325838,998.7773732325838,989.5058383530938,998.7773732325838,964.1483150647509,985.8694473271353,993.5024965719357,996.4134368368235,986.2732105138824,982.349189468448,999.538288409459,998.9072104707564,999.538288409459,999.4386419713159,999.2287357313471,991.8347380369905,998.6350233988754,999.4137801769812,999.6268346321052,999.5137552685368
